model_name,architecture,attention_type,epoch,train_loss,train_accuracy,test_loss,test_accuracy,cumulative_training_time
MLP - multi_head,MLP, multi_head,24,0.49250221252441406,0.82272869348526,2.082784414291382,0.5297999978065491,6.151740760803222
MLP - multi_head,MLP, multi_head,25,0.46657606959342957,0.832172155380249,2.0985288619995117,0.5275999903678894,6.408063292503357
MLP - multi_head,MLP, multi_head,26,0.4625275433063507,0.8322929739952087,2.2619054317474365,0.5110999941825867,6.6643858242034915
MLP - multi_head,MLP, multi_head,27,0.4266279935836792,0.8478575944900513,2.325573682785034,0.5159000158309937,6.920708355903625
MLP - multi_head,MLP, multi_head,28,0.4201511740684509,0.8482602834701538,2.303708791732788,0.5270999670028687,7.17703088760376
MLP - multi_head,MLP, multi_head,29,0.39879775047302246,0.8577037453651428,2.383096933364868,0.5198999643325806,7.433353419303894
MLP - multi_head,MLP, multi_head,30,0.38668736815452576,0.8597373962402344,2.4318056106567383,0.5203999876976013,7.689675951004029
MLP - multi_head,MLP, multi_head,31,0.3648882508277893,0.8685163855552673,2.531359910964966,0.5284000039100647,7.945998482704162
MLP - multi_head,MLP, multi_head,32,0.34216299653053284,0.87741619348526,2.6078460216522217,0.5160999894142151,8.202321014404298
MLP - multi_head,MLP, multi_head,33,0.35578638315200806,0.8731475472450256,2.651495933532715,0.5203999876976013,8.458643546104431
MLP - multi_head,MLP, multi_head,34,0.3393194079399109,0.8790270090103149,2.748323678970337,0.5169000029563904,8.714966077804565
MLP - multi_head,MLP, multi_head,35,0.31836044788360596,0.8856112957000732,2.808318853378296,0.5133999586105347,8.9712886095047
MLP - multi_head,MLP, multi_head,36,0.3142463266849518,0.8880274891853333,2.864255666732788,0.5194999575614929,9.227611141204834
MLP - multi_head,MLP, multi_head,37,0.31198033690452576,0.8882288932800293,2.8963499069213867,0.5234000086784363,9.483933672904968
MLP - multi_head,MLP, multi_head,38,0.29302915930747986,0.8964642286300659,2.895940065383911,0.5252999663352966,9.740256204605103
MLP - multi_head,MLP, multi_head,39,0.2724834680557251,0.901175856590271,3.0398659706115723,0.5241000056266785,9.996578736305237
MLP - multi_head,MLP, multi_head,40,0.26390892267227173,0.905263364315033,3.0859158039093018,0.5174999833106995,10.25290126800537
MLP - multi_head,MLP, multi_head,41,0.2841903865337372,0.8989610075950623,3.4313485622406006,0.5103999972343445,10.509223799705506
MLP - multi_head,MLP, multi_head,42,0.29154303669929504,0.8978938460350037,3.225372791290283,0.524399995803833,10.76554633140564
MLP - multi_head,MLP, multi_head,43,0.23110079765319824,0.9169619679450989,3.2954604625701904,0.5188999772071838,11.021868863105773
MLP - multi_head,MLP, multi_head,44,0.24701280891895294,0.914384663105011,3.336951971054077,0.5238999724388123,11.278191394805908
MLP - multi_head,MLP, multi_head,45,0.23344889283180237,0.9188345670700073,3.4059665203094482,0.5196999907493591,11.534513926506042
MLP - multi_head,MLP, multi_head,46,0.2296026051044464,0.9186533093452454,3.2374138832092285,0.5163999795913696,11.790836458206178
MLP - multi_head,MLP, multi_head,47,0.2374841421842575,0.9175660014152527,3.5625572204589844,0.5162999629974365,12.047158989906311
MLP - multi_head,MLP, multi_head,48,0.2588295340538025,0.9100756645202637,3.588097095489502,0.5221999883651733,12.303481521606445
MLP - multi_head,MLP, multi_head,49,0.23094314336776733,0.9203245639801025,3.4339797496795654,0.51419997215271,12.55980405330658
MLP - multi_head,MLP, multi_head,50,0.24213717877864838,0.9166398048400879,3.6533584594726562,0.5152999758720398,12.816126585006714
MLP - multi_head,MLP, multi_head,51,0.24813541769981384,0.9131160974502563,3.7739951610565186,0.5223000049591064,13.072449116706848
MLP - multi_head,MLP, multi_head,52,0.22903217375278473,0.9203447103500366,3.6825859546661377,0.5171999931335449,13.328771648406983
MLP - multi_head,MLP, multi_head,53,0.21910689771175385,0.9236066341400146,3.8075852394104004,0.5134999752044678,13.585094180107117
MLP - multi_head,MLP, multi_head,54,0.20936241745948792,0.9271101355552673,3.9431793689727783,0.525600016117096,13.84141671180725
MLP - multi_head,MLP, multi_head,55,0.20510269701480865,0.9290632605552673,3.8642215728759766,0.5169999599456787,14.097739243507386
MLP - multi_head,MLP, multi_head,56,0.20112618803977966,0.931640625,3.9892938137054443,0.5232999920845032,14.35406177520752
MLP - multi_head,MLP, multi_head,57,0.1843780130147934,0.9359697103500366,3.991171360015869,0.5162999629974365,14.610384306907655
MLP - multi_head,MLP, multi_head,58,0.17394644021987915,0.9393725395202637,4.00149393081665,0.5152999758720398,14.866706838607788
MLP - multi_head,MLP, multi_head,59,0.18821759521961212,0.933734655380249,4.0282158851623535,0.5252999663352966,15.123029370307922
MLP - multi_head,MLP, multi_head,60,0.2026650458574295,0.9313184022903442,4.119721412658691,0.523099958896637,15.379351902008057
MLP - multi_head,MLP, multi_head,61,0.20891332626342773,0.9292847514152527,4.151437282562256,0.5105000138282776,15.635674433708191
MLP - multi_head,MLP, multi_head,62,0.23203304409980774,0.921693742275238,3.976257801055908,0.5175999999046326,15.891996965408325
MLP - multi_head,MLP, multi_head,63,0.19939792156219482,0.9322043657302856,4.077102184295654,0.5218999981880188,16.14831949710846
MLP - multi_head,MLP, multi_head,64,0.1530904322862625,0.9452520608901978,4.292757987976074,0.5167999863624573,16.404642028808595
MLP - multi_head,MLP, multi_head,65,0.14567112922668457,0.9502456188201904,4.25511360168457,0.5145999789237976,16.660964560508727
MLP - multi_head,MLP, multi_head,66,0.19841225445270538,0.9328286051750183,4.245151042938232,0.5113999843597412,16.917287092208863
MLP - multi_head,MLP, multi_head,67,0.22335177659988403,0.9251973032951355,4.313591003417969,0.5156999826431274,17.173609623908998
MLP - multi_head,MLP, multi_head,68,0.20767824351787567,0.9307143688201904,4.084739685058594,0.5169999599456787,17.42993215560913
MLP - multi_head,MLP, multi_head,69,0.1603071689605713,0.9443660974502563,4.304988861083984,0.5202999711036682,17.686254687309265
MLP - multi_head,MLP, multi_head,70,0.16065430641174316,0.9450305700302124,4.394304275512695,0.5170999765396118,17.9425772190094
MLP - multi_head,MLP, multi_head,71,0.15544918179512024,0.9469233155250549,4.2208333015441895,0.5198999643325806,18.198899750709533
MLP - multi_head,MLP, multi_head,72,0.14366476237773895,0.9493798017501831,4.393915176391602,0.515999972820282,18.455222282409668
MLP - multi_head,MLP, multi_head,73,0.19827605783939362,0.9328688383102417,4.482470989227295,0.5130000114440918,18.711544814109804
MLP - multi_head,MLP, multi_head,74,0.20097260177135468,0.9317211508750916,4.467772960662842,0.5121999979019165,18.967867345809935
MLP - multi_head,MLP, multi_head,75,0.2011031210422516,0.9315198063850403,4.5478010177612305,0.5054000020027161,19.22418987751007
MLP - multi_head,MLP, multi_head,76,0.16644032299518585,0.9444063901901245,4.59437894821167,0.5131999850273132,19.480512409210206
MLP - multi_head,MLP, multi_head,77,0.1505322903394699,0.9494200944900513,4.65637731552124,0.5145999789237976,19.736834940910338
MLP - multi_head,MLP, multi_head,78,0.1418437510728836,0.951494038105011,4.592131614685059,0.5177000164985657,19.993157472610473
MLP - multi_head,MLP, multi_head,79,0.1270475834608078,0.9563868641853333,5.011143207550049,0.5177000164985657,20.24948000431061
MLP - multi_head,MLP, multi_head,80,0.15428586304187775,0.948715329170227,4.785717964172363,0.5142999887466431,20.50580253601074
MLP - multi_head,MLP, multi_head,81,0.19003118574619293,0.9368959069252014,4.410855770111084,0.5099999904632568,20.762125067710876
MLP - multi_head,MLP, multi_head,82,0.20362064242362976,0.9332514405250549,4.676843166351318,0.5223000049591064,21.01844759941101
MLP - multi_head,MLP, multi_head,83,0.1906995177268982,0.937318742275238,4.544219493865967,0.5209000110626221,21.274770131111143
MLP - multi_head,MLP, multi_head,84,0.1702575981616974,0.9430371522903442,4.609880447387695,0.5116999745368958,21.53109266281128
MLP - multi_head,MLP, multi_head,85,0.14465826749801636,0.9511315822601318,4.70569372177124,0.513700008392334,21.787415194511414
MLP - multi_head,MLP, multi_head,86,0.1215476244688034,0.956849992275238,4.92995548248291,0.5200999975204468,22.043737726211546
MLP - multi_head,MLP, multi_head,87,0.16204071044921875,0.9460775852203369,4.7221527099609375,0.5095999836921692,22.30006025791168
MLP - multi_head,MLP, multi_head,88,0.17999267578125,0.940882682800293,5.136104106903076,0.5163999795913696,22.556382789611817
MLP - multi_head,MLP, multi_head,89,0.16006453335285187,0.9471648931503296,4.798711776733398,0.5137999653816223,22.812705321311952
MLP - multi_head,MLP, multi_head,90,0.1663953959941864,0.9445674419403076,4.8379340171813965,0.5098999738693237,23.069027853012084
MLP - multi_head,MLP, multi_head,91,0.16963893175125122,0.9446278810501099,4.881274700164795,0.5166000127792358,23.32535038471222
MLP - multi_head,MLP, multi_head,92,0.15138936042785645,0.9493395090103149,4.609554767608643,0.5188999772071838,23.581672916412355
MLP - multi_head,MLP, multi_head,93,0.14980371296405792,0.9503865838050842,5.065028190612793,0.5184000134468079,23.837995448112487
MLP - multi_head,MLP, multi_head,94,0.12943151593208313,0.9559841752052307,4.839656829833984,0.5105999708175659,24.094317979812622
MLP - multi_head,MLP, multi_head,95,0.10756675153970718,0.9628503322601318,5.010615348815918,0.5224999785423279,24.350640511512758
MLP - multi_head,MLP, multi_head,96,0.09685442596673965,0.9668774008750916,5.306863784790039,0.5144999623298645,24.60696304321289
MLP - multi_head,MLP, multi_head,97,0.12230690568685532,0.9599105715751648,5.261617183685303,0.5116999745368958,24.863285574913025
MLP - multi_head,MLP, multi_head,98,0.18502797186374664,0.9406008124351501,4.807397842407227,0.5123000144958496,25.11960810661316
MLP - multi_head,MLP, multi_head,99,0.2115401029586792,0.9333722591400146,5.119075775146484,0.5180000066757202,25.375930638313292
MLP - multi_head,MLP, multi_head,100,0.1676497906446457,0.945634663105011,4.842679977416992,0.5105999708175659,25.632253170013428
CNN - multi_head,CNN, multi_head,1,1.6099190711975098,0.4027665853500366,1.3866009712219238,0.48829999566078186,1.4136481809616088
CNN - multi_head,CNN, multi_head,2,1.2927359342575073,0.5343105792999268,1.2518895864486694,0.5496999621391296,2.8272963619232176
CNN - multi_head,CNN, multi_head,3,1.1714212894439697,0.5766953825950623,1.1829137802124023,0.5656999945640564,4.240944542884827
CNN - multi_head,CNN, multi_head,4,1.0828347206115723,0.6093548536300659,1.1237514019012451,0.5959999561309814,5.654592723846435
CNN - multi_head,CNN, multi_head,5,1.0293368101119995,0.6321882605552673,1.127917766571045,0.5947999954223633,7.068240904808045
CNN - multi_head,CNN, multi_head,6,0.9695944786071777,0.651377260684967,1.1215205192565918,0.6061999797821045,8.481889085769653
CNN - multi_head,CNN, multi_head,7,0.9034964442253113,0.6765463948249817,1.0593042373657227,0.6256999969482422,9.895537266731262
CNN - multi_head,CNN, multi_head,8,0.8546967506408691,0.6951513886451721,1.029034972190857,0.6392999887466431,11.30918544769287
CNN - multi_head,CNN, multi_head,9,0.7957220673561096,0.713031530380249,1.0835248231887817,0.6283999681472778,12.72283362865448
CNN - multi_head,CNN, multi_head,10,0.7452895045280457,0.7309519648551941,1.0518490076065063,0.6466000080108643,14.13648180961609
CNN - multi_head,CNN, multi_head,11,0.7011703848838806,0.7476642727851868,1.0538702011108398,0.6491999626159668,15.550129990577698
CNN - multi_head,CNN, multi_head,12,0.6428946256637573,0.7697325944900513,1.0838578939437866,0.6455999612808228,16.963778171539307
CNN - multi_head,CNN, multi_head,13,0.5768392086029053,0.7910357117652893,1.216198205947876,0.6269999742507935,18.377426352500915
CNN - multi_head,CNN, multi_head,14,0.555324137210846,0.7995731234550476,1.1994067430496216,0.6441999673843384,19.791074533462524
CNN - multi_head,CNN, multi_head,15,0.4904410243034363,0.8219836950302124,1.2421112060546875,0.6430999636650085,21.204722714424133
CNN - multi_head,CNN, multi_head,16,0.46530941128730774,0.8286686539649963,1.2563538551330566,0.640500009059906,22.61837089538574
CNN - multi_head,CNN, multi_head,17,0.4121587872505188,0.8500522971153259,1.3765825033187866,0.6351000070571899,24.03201907634735
CNN - multi_head,CNN, multi_head,18,0.39178338646888733,0.8592541813850403,1.4423021078109741,0.6326999664306641,25.44566725730896
CNN - multi_head,CNN, multi_head,19,0.3299611508846283,0.8810405731201172,1.5617544651031494,0.6176999807357788,26.85931543827057
CNN - multi_head,CNN, multi_head,20,0.30295494198799133,0.8904840350151062,1.735809564590454,0.6125999689102173,28.27296361923218
CNN - multi_head,CNN, multi_head,21,0.30212968587875366,0.8902021050453186,1.61054265499115,0.6365999579429626,29.686611800193788
CNN - multi_head,CNN, multi_head,22,0.23913368582725525,0.9146866798400879,1.7752784490585327,0.6283999681472778,31.100259981155396
CNN - multi_head,CNN, multi_head,23,0.24634355306625366,0.9110824465751648,1.8220375776290894,0.623199999332428,32.513908162117005
CNN - multi_head,CNN, multi_head,24,0.21001683175563812,0.9244523048400879,1.8946465253829956,0.6365999579429626,33.927556343078614
CNN - multi_head,CNN, multi_head,25,0.20355342328548431,0.9269893169403076,1.9867140054702759,0.6164999604225159,35.34120452404022
CNN - multi_head,CNN, multi_head,26,0.19667406380176544,0.9292847514152527,2.0925920009613037,0.6237999796867371,36.75485270500183
CNN - multi_head,CNN, multi_head,27,0.15942789614200592,0.943500280380249,2.114891767501831,0.6316999793052673,38.16850088596344
CNN - multi_head,CNN, multi_head,28,0.15173915028572083,0.946419894695282,2.194690704345703,0.6225000023841858,39.58214906692505
CNN - multi_head,CNN, multi_head,29,0.14674483239650726,0.9475072026252747,2.310818672180176,0.6222000122070312,40.99579724788666
CNN - multi_head,CNN, multi_head,30,0.12267735600471497,0.9563063383102417,2.4400928020477295,0.620199978351593,42.409445428848265
CNN - multi_head,CNN, multi_head,31,0.14536362886428833,0.948373019695282,2.3444130420684814,0.6295999884605408,43.823093609809874
CNN - multi_head,CNN, multi_head,32,0.12179428339004517,0.9575748443603516,2.5224194526672363,0.617900013923645,45.23674179077148
CNN - multi_head,CNN, multi_head,33,0.13451708853244781,0.9526618719100952,2.3439595699310303,0.6225999593734741,46.65038997173309
CNN - multi_head,CNN, multi_head,34,0.1258300393819809,0.9562459588050842,2.3599698543548584,0.628600001335144,48.0640381526947
CNN - multi_head,CNN, multi_head,35,0.07482179254293442,0.9750522971153259,2.6779592037200928,0.6288999915122986,49.47768633365631
CNN - multi_head,CNN, multi_head,36,0.08093572407960892,0.971488356590271,2.738765239715576,0.623199999332428,50.89133451461792
CNN - multi_head,CNN, multi_head,37,0.11042045056819916,0.9618838429450989,2.7423970699310303,0.6087999939918518,52.304982695579525
CNN - multi_head,CNN, multi_head,38,0.147765651345253,0.9487354755401611,2.521920919418335,0.6143999695777893,53.71863087654114
CNN - multi_head,CNN, multi_head,39,0.08231788128614426,0.9726763367652893,2.6500418186187744,0.6232999563217163,55.13227905750275
CNN - multi_head,CNN, multi_head,40,0.07975678890943527,0.9721125960350037,2.6973397731781006,0.6265999674797058,56.54592723846436
CNN - multi_head,CNN, multi_head,41,0.05758608877658844,0.9800458550453186,2.9870059490203857,0.6193000078201294,57.95957541942597
CNN - multi_head,CNN, multi_head,42,0.10008587688207626,0.9652262926101685,2.82780385017395,0.6189999580383301,59.373223600387576
CNN - multi_head,CNN, multi_head,43,0.11055073142051697,0.9631120562553406,2.7618701457977295,0.6151999831199646,60.786871781349184
CNN - multi_head,CNN, multi_head,44,0.08304079622030258,0.9725152850151062,2.7477378845214844,0.6263999938964844,62.20051996231079
CNN - multi_head,CNN, multi_head,45,0.06442800164222717,0.9779719710350037,2.8635098934173584,0.6241999864578247,63.6141681432724
CNN - multi_head,CNN, multi_head,46,0.0653219148516655,0.9775490760803223,2.8580517768859863,0.6229999661445618,65.02781632423401
CNN - multi_head,CNN, multi_head,47,0.10695565491914749,0.9638973474502563,2.854482412338257,0.6154999732971191,66.44146450519561
CNN - multi_head,CNN, multi_head,48,0.09277673065662384,0.9679244160652161,2.7212002277374268,0.6252999901771545,67.85511268615723
CNN - multi_head,CNN, multi_head,49,0.0676565021276474,0.9767436981201172,2.850241184234619,0.6195999979972839,69.26876086711883
CNN - multi_head,CNN, multi_head,50,0.06219052895903587,0.9789585471153259,2.829542636871338,0.6297000050544739,70.68240904808044
CNN - multi_head,CNN, multi_head,51,0.04671140015125275,0.9847978353500366,2.9403719902038574,0.6254000067710876,72.09605722904206
CNN - multi_head,CNN, multi_head,52,0.07087727636098862,0.9768242239952087,2.9634411334991455,0.6286999583244324,73.50970541000366
CNN - multi_head,CNN, multi_head,53,0.09145773947238922,0.9693540334701538,2.9043772220611572,0.6222999691963196,74.92335359096528
CNN - multi_head,CNN, multi_head,54,0.08284512162208557,0.9716293215751648,2.765249252319336,0.6236000061035156,76.33700177192688
CNN - multi_head,CNN, multi_head,55,0.05955343320965767,0.9795424938201904,2.9358785152435303,0.6240999698638916,77.7506499528885
CNN - multi_head,CNN, multi_head,56,0.0541825070977211,0.981253981590271,3.0044667720794678,0.625499963760376,79.1642981338501
CNN - multi_head,CNN, multi_head,57,0.04568548500537872,0.983871579170227,3.0884788036346436,0.6301000118255615,80.57794631481171
CNN - multi_head,CNN, multi_head,58,0.05964169278740883,0.9804284572601318,3.0362017154693604,0.6225000023841858,81.99159449577331
CNN - multi_head,CNN, multi_head,59,0.06561638414859772,0.9779115319252014,3.081508159637451,0.6212999820709229,83.40524267673493
CNN - multi_head,CNN, multi_head,60,0.07503271102905273,0.9748912453651428,2.8946549892425537,0.6287999749183655,84.81889085769653
CNN - multi_head,CNN, multi_head,61,0.062116995453834534,0.9795223474502563,3.110469341278076,0.6237999796867371,86.23253903865815
CNN - multi_head,CNN, multi_head,62,0.07828918844461441,0.9730589389801025,3.1495816707611084,0.6103999614715576,87.64618721961975
CNN - multi_head,CNN, multi_head,63,0.07548417896032333,0.9747100472450256,2.9105653762817383,0.6273999810218811,89.05983540058136
CNN - multi_head,CNN, multi_head,64,0.053363896906375885,0.9820392727851868,3.0405099391937256,0.6333999633789062,90.47348358154296
CNN - multi_head,CNN, multi_head,65,0.04221923276782036,0.9858448505401611,3.1378047466278076,0.6236000061035156,91.88713176250458
CNN - multi_head,CNN, multi_head,66,0.061145391315221786,0.9797639846801758,3.093665599822998,0.6283000111579895,93.30077994346618
CNN - multi_head,CNN, multi_head,67,0.060852982103824615,0.9796431660652161,3.098733901977539,0.625499963760376,94.7144281244278
CNN - multi_head,CNN, multi_head,68,0.06757420301437378,0.9774886965751648,3.049032688140869,0.6273999810218811,96.1280763053894
CNN - multi_head,CNN, multi_head,69,0.04567485675215721,0.9849185943603516,3.1352334022521973,0.6186999678611755,97.54172448635101
CNN - multi_head,CNN, multi_head,70,0.04126002639532089,0.985804557800293,3.244251251220703,0.6215999722480774,98.95537266731262
CNN - multi_head,CNN, multi_head,71,0.06029307469725609,0.9793814420700073,3.1884055137634277,0.6182999610900879,100.36902084827423
CNN - multi_head,CNN, multi_head,72,0.06161510944366455,0.9794015288352966,3.090243339538574,0.6297999620437622,101.78266902923583
CNN - multi_head,CNN, multi_head,73,0.06565845757722855,0.9775490760803223,3.0763840675354004,0.6229999661445618,103.19631721019745
CNN - multi_head,CNN, multi_head,74,0.040431369096040726,0.9862676858901978,3.272428274154663,0.6272000074386597,104.60996539115905
CNN - multi_head,CNN, multi_head,75,0.043606869876384735,0.9854220151901245,3.179208278656006,0.6261999607086182,106.02361357212067
CNN - multi_head,CNN, multi_head,76,0.060645539313554764,0.9801868200302124,3.155379056930542,0.6220999956130981,107.43726175308228
CNN - multi_head,CNN, multi_head,77,0.05357867851853371,0.9820996522903442,3.3193957805633545,0.6204000115394592,108.85090993404388
CNN - multi_head,CNN, multi_head,78,0.05065702646970749,0.9833682179450989,3.3349225521087646,0.6186000108718872,110.2645581150055
CNN - multi_head,CNN, multi_head,79,0.05859298259019852,0.9807103276252747,3.1442887783050537,0.6248999834060669,111.6782062959671
CNN - multi_head,CNN, multi_head,80,0.052750471979379654,0.9826030731201172,3.3000824451446533,0.6229000091552734,113.09185447692872
CNN - multi_head,CNN, multi_head,81,0.04660850018262863,0.984697163105011,3.1989593505859375,0.6238999962806702,114.50550265789032
CNN - multi_head,CNN, multi_head,82,0.0520365871489048,0.983207106590271,3.1198108196258545,0.6180999875068665,115.91915083885193
CNN - multi_head,CNN, multi_head,83,0.09937892854213715,0.9673807621002197,3.0291364192962646,0.6096000075340271,117.33279901981354
CNN - multi_head,CNN, multi_head,84,0.06988216191530228,0.9766631722450256,2.8967905044555664,0.6283000111579895,118.74644720077515
CNN - multi_head,CNN, multi_head,85,0.028190679848194122,0.9911001920700073,3.1264443397521973,0.6225000023841858,120.16009538173675
CNN - multi_head,CNN, multi_head,86,0.018069246783852577,0.993959367275238,3.175741672515869,0.6304000020027161,121.57374356269837
CNN - multi_head,CNN, multi_head,87,0.02632986009120941,0.9914625883102417,3.3812737464904785,0.6218999624252319,122.98739174365997
CNN - multi_head,CNN, multi_head,88,0.03188618645071983,0.9894490838050842,3.5843746662139893,0.6119999885559082,124.40103992462159
CNN - multi_head,CNN, multi_head,89,0.06088882312178612,0.9798243641853333,3.267333745956421,0.6208999752998352,125.81468810558319
CNN - multi_head,CNN, multi_head,90,0.05679198354482651,0.9820996522903442,3.169144868850708,0.6187999844551086,127.2283362865448
CNN - multi_head,CNN, multi_head,91,0.048598725348711014,0.9839923977851868,3.149308204650879,0.6229000091552734,128.6419844675064
CNN - multi_head,CNN, multi_head,92,0.05189742147922516,0.9823815822601318,3.1442248821258545,0.6333999633789062,130.05563264846802
CNN - multi_head,CNN, multi_head,93,0.06319218128919601,0.9789585471153259,3.223956823348999,0.6139000058174133,131.46928082942964
CNN - multi_head,CNN, multi_head,94,0.039370182901620865,0.9866099953651428,3.0911662578582764,0.626800000667572,132.88292901039122
CNN - multi_head,CNN, multi_head,95,0.02435372769832611,0.9918451905250549,3.405172348022461,0.6281999945640564,134.29657719135284
CNN - multi_head,CNN, multi_head,96,0.024957265704870224,0.9914223551750183,3.3381664752960205,0.6334999799728394,135.71022537231445
CNN - multi_head,CNN, multi_head,97,0.04126491770148277,0.9865093231201172,3.502293825149536,0.6212999820709229,137.12387355327607
CNN - multi_head,CNN, multi_head,98,0.09416390210390091,0.9698976874351501,3.090729236602783,0.6207999587059021,138.53752173423766
CNN - multi_head,CNN, multi_head,99,0.06926556676626205,0.9774886965751648,3.1233739852905273,0.621999979019165,139.95116991519927
CNN - multi_head,CNN, multi_head,100,0.033901605755090714,0.9885631203651428,3.136439800262451,0.6284999847412109,141.3648180961609
MLP - linear,MLP, linear,1,1.6971206665039062,0.39718911051750183,1.5267524719238281,0.45809999108314514,0.33448472499847415
MLP - linear,MLP, linear,2,1.4575574398040771,0.4854622781276703,1.4559240341186523,0.48579999804496765,0.6689694499969483
MLP - linear,MLP, linear,3,1.3611361980438232,0.5186452865600586,1.4508448839187622,0.4869999885559082,1.0034541749954224
MLP - linear,MLP, linear,4,1.282244324684143,0.5497140884399414,1.3795732259750366,0.512499988079071,1.3379388999938966
MLP - linear,MLP, linear,5,1.2130932807922363,0.5700104236602783,1.388271450996399,0.5178999900817871,1.6724236249923705
MLP - linear,MLP, linear,6,1.1520644426345825,0.5926022529602051,1.3852568864822388,0.5307999849319458,2.006908349990845
MLP - linear,MLP, linear,7,1.1090103387832642,0.6072809100151062,1.3689775466918945,0.5282999873161316,2.341393074989319
MLP - linear,MLP, linear,8,1.0452144145965576,0.630537211894989,1.3771756887435913,0.5277999639511108,2.675877799987793
MLP - linear,MLP, linear,9,0.9985568523406982,0.6455379724502563,1.3917756080627441,0.5259000062942505,3.010362524986267
MLP - linear,MLP, linear,10,0.9473486542701721,0.662753701210022,1.4016672372817993,0.5320000052452087,3.344847249984741
MLP - linear,MLP, linear,11,0.9045231938362122,0.6771302819252014,1.4146775007247925,0.5299999713897705,3.6793319749832154
MLP - linear,MLP, linear,12,0.8698084950447083,0.6903189420700073,1.5019829273223877,0.5216999650001526,4.01381669998169
MLP - linear,MLP, linear,13,0.8291888236999512,0.7068902850151062,1.5453766584396362,0.5288999676704407,4.348301424980163
MLP - linear,MLP, linear,14,0.7870553731918335,0.7192533612251282,1.5252662897109985,0.5328999757766724,4.682786149978638
MLP - linear,MLP, linear,15,0.7418424487113953,0.73483806848526,1.6019452810287476,0.5173999667167664,5.017270874977112
MLP - linear,MLP, linear,16,0.7024034857749939,0.7487717270851135,1.6540437936782837,0.5288999676704407,5.351755599975586
MLP - linear,MLP, linear,17,0.6894320249557495,0.7544901371002197,1.6616344451904297,0.5245000123977661,5.68624032497406
MLP - linear,MLP, linear,18,0.6469933986663818,0.7681620121002197,1.7477926015853882,0.527999997138977,6.020725049972534
MLP - linear,MLP, linear,19,0.6128261685371399,0.779941201210022,1.8320168256759644,0.5300999879837036,6.355209774971009
MLP - linear,MLP, linear,20,0.5799523591995239,0.7915995121002197,1.8543970584869385,0.521399974822998,6.689694499969482
MLP - linear,MLP, linear,21,0.5500941276550293,0.8016873002052307,1.8666309118270874,0.5285999774932861,7.024179224967956
MLP - linear,MLP, linear,22,0.5328872203826904,0.8082916736602783,2.0042035579681396,0.5148000121116638,7.358663949966431
MLP - linear,MLP, linear,23,0.5056286454200745,0.8186009526252747,2.1037909984588623,0.5214999914169312,7.693148674964905
MLP - linear,MLP, linear,24,0.4793890118598938,0.8259302377700806,2.0900752544403076,0.519599974155426,8.02763339996338
MLP - linear,MLP, linear,25,0.46775248646736145,0.8317896127700806,2.1330511569976807,0.5205000042915344,8.362118124961853
MLP - linear,MLP, linear,26,0.4375515878200531,0.843568742275238,2.2732784748077393,0.5238999724388123,8.696602849960327
MLP - linear,MLP, linear,27,0.44511881470680237,0.8400450944900513,2.389204263687134,0.5180000066757202,9.031087574958802
MLP - linear,MLP, linear,28,0.4172212779521942,0.8511195182800293,2.4050586223602295,0.5200999975204468,9.365572299957275
MLP - linear,MLP, linear,29,0.3964763283729553,0.8583279252052307,2.5255789756774902,0.5148999691009521,9.700057024955749
MLP - linear,MLP, linear,30,0.37276527285575867,0.8671270608901978,2.4494519233703613,0.5214999914169312,10.034541749954224
MLP - linear,MLP, linear,31,0.3678787350654602,0.8681942224502563,2.600484609603882,0.5196999907493591,10.369026474952697
MLP - linear,MLP, linear,32,0.34748154878616333,0.875140905380249,2.6471328735351562,0.5206999778747559,10.703511199951173
MLP - linear,MLP, linear,33,0.3334953486919403,0.8805572986602783,2.806797504425049,0.5184000134468079,11.037995924949646
MLP - linear,MLP, linear,34,0.3352588713169098,0.8792082667350769,2.803445339202881,0.5139999985694885,11.37248064994812
MLP - linear,MLP, linear,35,0.34572580456733704,0.8771746158599854,2.792316198348999,0.5144999623298645,11.706965374946595
MLP - linear,MLP, linear,36,0.30977606773376465,0.8901417255401611,2.7744481563568115,0.511900007724762,12.041450099945068
MLP - linear,MLP, linear,37,0.2860005795955658,0.8979743719100952,3.069087505340576,0.515999972820282,12.375934824943542
MLP - linear,MLP, linear,38,0.2631213068962097,0.9061291813850403,3.0577006340026855,0.5146999955177307,12.710419549942017
MLP - linear,MLP, linear,39,0.29977521300315857,0.8947929739952087,3.138146162033081,0.5153999924659729,13.04490427494049
MLP - linear,MLP, linear,40,0.2649865746498108,0.9049814343452454,3.1225602626800537,0.5146999955177307,13.379388999938964
MLP - linear,MLP, linear,41,0.2768259048461914,0.9031894207000732,3.181251287460327,0.5221999883651733,13.71387372493744
MLP - linear,MLP, linear,42,0.27219367027282715,0.903773307800293,3.2409629821777344,0.5138999819755554,14.048358449935913
MLP - linear,MLP, linear,43,0.26144877076148987,0.9074782133102417,3.468933582305908,0.5194000005722046,14.382843174934386
MLP - linear,MLP, linear,44,0.2562410235404968,0.9090085029602051,3.191241502761841,0.507099986076355,14.717327899932862
MLP - linear,MLP, linear,45,0.27252066135406494,0.9061090350151062,3.3998448848724365,0.5169000029563904,15.051812624931335
MLP - linear,MLP, linear,46,0.2385084480047226,0.916156530380249,3.6153149604797363,0.5212999582290649,15.38629734992981
